"影片名称：['肖申克的救赎 The Shawshank Redemption']
上映日期：['1994-09-10(多伦多电影节)']
影片评分：['9.7']
豆瓣影评：https://movie.douban.com/subject/1292052/"
"影片名称：['霸王别姬']
上映日期：['上映日期:']
影片评分：['9.6']
豆瓣影评：https://movie.douban.com/subject/1291546/"
"影片名称：['阿甘正传 Forrest Gump']
上映日期：['1994-06-23(洛杉矶首映)']
影片评分：['9.5']
豆瓣影评：https://movie.douban.com/subject/1292720/"
"影片名称：['这个杀手不太冷 Léon']
上映日期：['上映日期:']
影片评分：['9.4']
豆瓣影评：https://movie.douban.com/subject/1295644/"
"影片名称：['美丽人生 La vita è bella']
上映日期：['语言:']
影片评分：['9.5']
豆瓣影评：https://movie.douban.com/subject/1292063/"
"影片名称：['泰坦尼克号 Titanic']
上映日期：['上映日期:']
影片评分：['9.4']
豆瓣影评：https://movie.douban.com/subject/1292722/"
"影片名称：['千与千寻 千と千尋の神隠し']
上映日期：['语言:']
影片评分：['9.4']
豆瓣影评：https://movie.douban.com/subject/1291561/"
"影片名称：[""辛德勒的名单 Schindler's List""]
上映日期：['上映日期:']
影片评分：['9.5']
豆瓣影评：https://movie.douban.com/subject/1295124/"
"影片名称：['盗梦空间 Inception']
上映日期：['语言:']
影片评分：['9.3']
豆瓣影评：https://movie.douban.com/subject/3541415/"
"影片名称：[""忠犬八公的故事 Hachi: A Dog's Tale""]
上映日期：['2010-03-12(英国)']
影片评分：['9.4']
豆瓣影评：https://movie.douban.com/subject/3011091/"
"影片名称：[""海上钢琴师 La leggenda del pianista sull'oceano""]
上映日期：['2019-11-15(中国大陆)']
影片评分：['9.3']
豆瓣影评：https://movie.douban.com/subject/1292001/"
"影片名称：['楚门的世界 The Truman Show']
上映日期：['1998-06-05(美国)']
影片评分：['9.3']
豆瓣影评：https://movie.douban.com/subject/1292064/"
"影片名称：['三傻大闹宝莱坞 3 Idiots']
上映日期：['语言:']
影片评分：['9.2']
豆瓣影评：https://movie.douban.com/subject/3793023/"
"影片名称：['机器人总动员 WALL·E']
上映日期：['语言:']
影片评分：['9.3']
豆瓣影评：https://movie.douban.com/subject/2131459/"
"影片名称：['放牛班的春天 Les choristes']
上映日期：['2004-10-16(中国大陆)']
影片评分：['9.3']
豆瓣影评：https://movie.douban.com/subject/1291549/"
